match_id,puuid,tier,win,kills,deaths,assists,kda,champion,role,visionScore,damage,damageTaken,goldEarned,champLevel,cs_total,gameDuration,gameCreation,queueId,gameMode,cs_per_min,damage_per_min,vision_per_min
EUW1_7811525745,aGWrL3wSAfbeUzhz5vgLDD_aOrbm3lxPaaDE8KQlX-qE5JGsiqoT9jmo-xPC5T1UW65jcjzBWFc7bA,CHALLENGER,1,2,6,10,2.0,Skarner,TOP,22,22997,43788,11321,18,188,1913,1775425604577,420,CLASSIC,5.896497647673811,721.28593831678,0.6900156821745949
EUW1_7811525745,QMyvOUgQZ6FdXgt3ha_1DZ3GmQmrRPiEYNAHwg5KSELYPxm7NTdOn1lSEfK862T8It36xrRJjwNCAg,GRANDMASTER,1,5,5,16,4.2,Nidalee,JUNGLE,53,28565,58593,13733,17,194,1913,1775425604577,420,CLASSIC,6.084683742812337,895.922634605332,1.6623105070569786
EUW1_7811525745,03QeHG-oJNMlli-1Qu_CoHiwFJrIm86T2427Emi_-MnEwqjaJaVFhUPcEG2jrzMhIOHy7k1UMF1MhQ,GRANDMASTER,1,5,12,8,1.0833333333333333,Lissandra,MIDDLE,19,29587,46408,12418,17,235,1913,1775425604577,420,CLASSIC,7.370622059592264,927.9769994772608,0.5959226346053319
EUW1_7811525745,J1r9hh3HlKMiPbZqQThN3rpK1hsMOyK4QGwQvLsRN1lyQQM3q4PUR3eYLTsN35gGuXvvypClcHZU7Q,CHALLENGER,1,20,5,6,5.2,Aphelios,BOTTOM,22,64879,27628,24493,17,292,1913,1775425604577,420,CLASSIC,9.15838996340826,2034.8876110820702,0.6900156821745949
EUW1_7811525745,BzGII1CGe-7fHuUjVgvjT378V321OhQqkiw2_GhrSzIuZd1tLc7LaSg5axGN4t5p8Z-nFKSStSObNw,CHALLENGER,1,3,7,27,4.285714285714286,Soraka,UTILITY,95,9462,22274,10944,15,21,1913,1775425604577,420,CLASSIC,0.6586513329848406,296.7694720334553,2.9796131730266597
EUW1_7811525745,0NfY3Wl2z2Y6V9-_1PMu_9eGbDIa1Ae5Ub8BOOdcDmHj5HwLv_mqqYcXDEuWnSdvYAix1eRJLkcqHg,MASTER,0,2,9,4,0.6666666666666666,Ambessa,TOP,25,18486,43744,10206,17,214,1913,1775425604577,420,CLASSIC,6.711970726607423,579.8013591217982,0.7841087297438578
EUW1_7811525745,LTh-TZPTKVM43hzDT96pZEC1SgJuwwRAUcjWdIXnVLoMGmcV42WdKJfCtiBoibZR0j9qSLubRmw40g,MASTER,0,5,6,13,3.0,Aatrox,JUNGLE,36,24269,55113,13244,16,222,1913,1775425604577,420,CLASSIC,6.962885520125457,761.1813904861474,1.1291165708311552
EUW1_7811525745,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,0,22,4,8,7.5,Aurora,MIDDLE,20,83815,43147,18066,17,241,1913,1775425604577,420,CLASSIC,7.558808154730789,2628.8029273392576,0.6272869837950863
EUW1_7811525745,exNYFMV8ghcBWrrr5Liv_uWa_TOCQykXLDJuF0hVQ2zvU-rInZj2nFBs6duDxpbK9iyXIGT9sf5u1A,GRANDMASTER,0,4,8,8,1.5,Yunara,BOTTOM,21,21013,25509,14276,15,229,1913,1775425604577,420,CLASSIC,7.182435964453738,659.0590695243073,0.6586513329848406
EUW1_7811525745,FqSV1yTKriAg_uEXlCM4JIAVFBr4--ipNXndZMuSNt6jZUDX577iSXmPpB32aPcBsw6aANDNiQHOOw,MASTER,0,2,8,18,2.5,Ryze,UTILITY,121,19795,33250,10925,14,74,1913,1775425604577,420,CLASSIC,2.3209618400418193,620.8572922111866,3.7950862519602717
EUW1_7811398536,PugopjhCqxmHBQEuSs1s2YF0PFX-1peyXrE7QQkk9wQXhx71EKhjjiU69FPZfc5aKJQ0LwHLRVCyCg,CHALLENGER,0,3,10,5,0.8,Lissandra,TOP,12,21074,27088,10318,15,192,1537,1775420792040,420,CLASSIC,7.495120364346128,822.6675341574496,0.468445022771633
EUW1_7811398536,QCL3uyW-zCyTpOuXO1XasKnSXoBJkyVqQmJUj7kq0UlPk_LLlybBcO-bQM_XYIwnGmFd4EwG0Zg39g,CHALLENGER,0,6,12,5,0.9166666666666666,Vayne,JUNGLE,36,22213,32101,11241,14,169,1537,1775420792040,420,CLASSIC,6.597267404033832,867.1307742355237,1.405335068314899
EUW1_7811398536,P2b9VzWzUmuZFxxVzDQg7olIQ4HW-laVwYRkwL-QMQJpJCcrzZhe82VgZazoI2Zklfb1GQzzy0cB6w,CHALLENGER,0,5,7,2,1.0,Anivia,MIDDLE,21,15004,34626,10725,15,211,1537,1775420792040,420,CLASSIC,8.236824983734548,585.7124268054652,0.8197787898503578
EUW1_7811398536,9KbSt6MzW8zmXjCIntwWyMrdVFgqf5wyKylOK2YN7SPZdKmx2eZ9lE9RQhGtlXRPXYHG1tzuqlBmog,MASTER,0,1,7,2,0.42857142857142855,Varus,BOTTOM,18,14718,21743,8663,12,188,1537,1775420792040,420,CLASSIC,7.338972023422251,574.5478204294079,0.7026675341574495
EUW1_7811398536,o1FY1NkUwVrnlJPX9Y_xJ12uwnhmMCRwmjyFrL6M38eHRrVhMT64KiwCoRxJt9cMXxvcNz0AjpuV6Q,MASTER,0,5,10,6,1.1,Ezreal,UTILITY,64,21721,20981,9053,12,44,1537,1775420792040,420,CLASSIC,1.7176317501626546,847.9245283018868,2.498373454782043
EUW1_7811398536,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,1,15,2,9,12.0,Aurora,TOP,26,39244,26949,14549,18,231,1537,1775420792040,420,CLASSIC,9.017566688353936,1531.9713728041638,1.014964216005205
EUW1_7811398536,vTGJMwEpzcImMnZqjnvVSibUBO8bI6oeU7-v8vRDASC1HsDyYcNrT2cbDqU92Hw4_Ja0W0514Vuo8w,MASTER,1,16,4,8,6.0,Graves,JUNGLE,27,30525,26808,16094,17,226,1537,1775420792040,420,CLASSIC,8.82238126219909,1191.6070266753416,1.0540013012361744
EUW1_7811398536,YLacJVIjc5vxlfMqUIa8dZl4qqE0ZN12MS6vhAOC4MpCHPNmgWplFcaXWbmd6ODvW9vixUiWyaxo9w,GRANDMASTER,1,4,7,19,3.2857142857142856,Ahri,MIDDLE,18,17471,26315,9913,15,136,1537,1775420792040,420,CLASSIC,5.309043591411841,682.0169160702667,0.7026675341574495
EUW1_7811398536,xNwwifZg3K1hofEt3zXnon3wYsyBKVhlbTzsBAubAjYL7s6Ras5U2LfqnkyvMtwuuhadLkQm98OczA,CHALLENGER,1,11,2,10,10.5,Jhin,BOTTOM,15,23750,20841,15442,16,231,1537,1775420792040,420,CLASSIC,9.017566688353936,927.1307742355237,0.5855562784645413
EUW1_7811398536,ToGLD7isk0k_5E5Ku5cFY9JYXsJ6GHpPwJZncwco8Jx9oCEww8RB-Ncn4MB-LeYmJ_TYkPci_Uk6bQ,GRANDMASTER,1,0,5,22,4.4,Karma,UTILITY,75,8758,19558,7772,13,23,1537,1775420792040,420,CLASSIC,0.8978529603122967,341.8867924528302,2.9277813923227067
EUW1_7811335813,GmMVD7uWZ2DSXH5vlH2WEEeoy8WwTf5SO6ZsfI-gibLPwt6oacMYFm3uvDxcpp9PBkkv5WWhjY4Lwg,GRANDMASTER,0,1,6,0,0.16666666666666666,Yasuo,TOP,10,9584,15430,6673,13,153,1223,1775418503987,420,CLASSIC,7.506132461161079,470.1880621422731,0.49059689288634506
EUW1_7811335813,YnfMuW-xlPagu2SrMvBkhkVHnanMtvE_TpTPdSB7hZ38cYwrlSn3M5zEVrglKAk2BoPncrj17PD3WA,GRANDMASTER,0,3,7,3,0.8571428571428571,Pantheon,JUNGLE,17,12052,22712,8310,12,140,1223,1775418503987,420,CLASSIC,6.868356500408831,591.2673753066231,0.8340147179067866
EUW1_7811335813,JccsUcsO-KWdNDHNQInKHfD1UkvmVZupKcsOLWRqcD1ViL2gW-a-7bPDz3PKytBCL9teM8fqE5zT8g,GRANDMASTER,0,3,8,2,0.625,Aurora,MIDDLE,9,15488,22833,7568,12,164,1223,1775418503987,420,CLASSIC,8.04578904333606,759.8364677023712,0.44153720359771054
EUW1_7811335813,pM-1la4VDf88hXeU0_R9g7OAOsqBY15zSXYDe7YgbduEXyR0UT4_v98GNB4l3ysHbjTRvdfpIOabQQ,CHALLENGER,0,1,8,1,0.25,Viktor,BOTTOM,12,12468,17608,6441,11,140,1223,1775418503987,420,CLASSIC,6.868356500408831,611.676206050695,0.588716271463614
EUW1_7811335813,fgyhZOI3OX3nLYzxn8FzZvNa72Z7jrfUZfujr08AuS7IvBy41S7fJyaYbNN85wFeIu_b15Qcf077IQ,GRANDMASTER,0,1,6,6,1.1666666666666667,Sona,UTILITY,42,10195,12723,6372,9,24,1223,1775418503987,420,CLASSIC,1.177432542927228,500.1635322976288,2.060506950122649
EUW1_7811335813,ja6yu6I3ovD5V7L2YRAuvtg9-6lkF4dVHjt3TXKWwGlH5nro2hwxHK673rDs90CqGJmATLQa8VhTKw,CHALLENGER,1,4,1,9,13.0,Ambessa,TOP,26,12468,15698,9064,15,179,1223,1775418503987,420,CLASSIC,8.781684382665576,611.676206050695,1.2755519215044973
EUW1_7811335813,R6qIgwyX55qWit32aJFCv08TmD9yTMd0xUMjn1INU5wm5U9YqYta_XgoxHV9LuP-4Xj6nWvW90-wrw,MASTER,1,17,1,9,26.0,Kayn,JUNGLE,13,22403,20226,13351,15,176,1223,1775418503987,420,CLASSIC,8.634505314799673,1099.0842191332788,0.6377759607522486
EUW1_7811335813,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,1,6,2,8,7.0,Akali,MIDDLE,17,18019,22365,9512,14,171,1223,1775418503987,420,CLASSIC,8.389206868356501,884.0065412919051,0.8340147179067866
EUW1_7811335813,S0JkkHC6Nrngq9oGJGF_Irb_d3iluSH3h8G5DY5gRMG8bB02OBHCMrsVUu_sKCVKyNARPRelZW4_tA,GRANDMASTER,1,5,1,14,19.0,Corki,BOTTOM,12,18584,13947,11378,12,185,1223,1775418503987,420,CLASSIC,9.076042518397383,911.7252657399837,0.588716271463614
EUW1_7811335813,BzGII1CGe-7fHuUjVgvjT378V321OhQqkiw2_GhrSzIuZd1tLc7LaSg5axGN4t5p8Z-nFKSStSObNw,CHALLENGER,1,3,4,17,5.0,Soraka,UTILITY,46,7516,15768,7493,10,16,1223,1775418503987,420,CLASSIC,0.7849550286181521,368.732624693377,2.2567457072771875
EUW1_7810558567,hPS-j1BBYtD0_-Uk5260vXBf4MoUWgM3tYU18MfCzZQ2qUjDdPcwlk5yZEziVQpVRwe5qz8i7MnUSw,CHALLENGER,0,2,3,0,0.6666666666666666,Garen,TOP,12,7872,17315,6741,13,167,1096,1775356311976,420,CLASSIC,9.142335766423358,430.9489051094891,0.6569343065693432
EUW1_7810558567,2YpNU2Fi92byILUcKzDhS1_nUjiQNvxl9TRGLOCmaEKzpCG1rCGtiT0GqPTkUoX9VKgiOrAMXVPwVw,MASTER,0,1,4,3,1.0,Aatrox,JUNGLE,10,6986,20477,5248,9,78,1096,1775356311976,420,CLASSIC,4.27007299270073,382.44525547445255,0.5474452554744526
EUW1_7810558567,c2GzEzBVGXXAwAjIbFUoDVY_XDmgCxb4PFGWaD-ZZPqsoIdVc783_SfIB0Qbiqk8oUO9RVraDWjiYw,GRANDMASTER,0,0,5,0,0.0,Aurora,MIDDLE,5,9341,12485,4049,9,75,1096,1775356311976,420,CLASSIC,4.105839416058394,511.36861313868616,0.2737226277372263
EUW1_7810558567,UMu4xknHbPmEFcLx-Aae7w17_jq8w2AP1Tu9y3bQABhOzrDPSSm5F005_mmwF9z5lBOrSdMCQeIzTA,CHALLENGER,0,3,9,1,0.4444444444444444,Kalista,BOTTOM,14,10103,15080,6881,10,126,1096,1775356311976,420,CLASSIC,6.897810218978103,553.0839416058394,0.7664233576642336
EUW1_7810558567,2SiG1oxJIsN2Yskmt-GP9VHxEs2j422pBOfUvCFpppyJpYUWQfMU51Cp0yBCR1zrVQ8vQGH61TApxg,CHALLENGER,0,1,3,4,1.6666666666666667,Nautilus,UTILITY,40,5911,16088,5642,8,23,1096,1775356311976,420,CLASSIC,1.2591240875912408,323.5948905109489,2.18978102189781
EUW1_7810558567,aGWrL3wSAfbeUzhz5vgLDD_aOrbm3lxPaaDE8KQlX-qE5JGsiqoT9jmo-xPC5T1UW65jcjzBWFc7bA,CHALLENGER,1,2,2,2,2.0,Skarner,TOP,13,10514,12632,6197,13,136,1096,1775356311976,420,CLASSIC,7.445255474452555,575.5839416058394,0.7116788321167884
EUW1_7810558567,-788CfJeRXycWEWiCHaRkt0j7W-aT4kVWT2rhEKS7lkAHp2xYYIQde5C5ky1jH3Jl-WCppUchjGr0w,GRANDMASTER,1,7,0,10,17.0,Hecarim,JUNGLE,16,18714,22200,9779,13,170,1096,1775356311976,420,CLASSIC,9.306569343065695,1024.4890510948906,0.8759124087591241
EUW1_7810558567,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,1,5,0,4,9.0,Viktor,MIDDLE,12,18982,8481,10374,13,200,1096,1775356311976,420,CLASSIC,10.948905109489052,1039.1605839416059,0.6569343065693432
EUW1_7810558567,VmIBpaMc0q51jz3zDNDxATB5a_ucGaiSSnOUroY_29pEzP_j75PEucclH2Q1v_BEWKc3e14nwBP2PQ,GRANDMASTER,1,5,3,5,3.3333333333333335,Smolder,BOTTOM,10,11658,9548,8847,12,148,1096,1775356311976,420,CLASSIC,8.102189781021899,638.2116788321168,0.5474452554744526
EUW1_7810558567,h8ey98mJ9DjYNP01H28jpk14zCQ2Yy-yZwgHPiKiidB18cnKrsBBAb4NY0FyJCDfDz3k7Kw7T8QAEQ,GRANDMASTER,1,5,2,14,9.5,Rell,UTILITY,27,8008,11445,6913,9,16,1096,1775356311976,420,CLASSIC,0.8759124087591241,438.39416058394164,1.478102189781022
EUW1_7810536342,9toWPDrFiBx4Lc37E8oEtEJZtQGkKErNvYCAzDMLT6L6ecvdTmDFcXaXpBU8d7Qerwrr0AdWBLrKmg,GRANDMASTER,0,9,7,2,1.5714285714285714,Garen,TOP,32,32171,45254,15923,18,271,2032,1775352906449,420,CLASSIC,8.001968503937007,949.9311023622047,0.9448818897637795
EUW1_7810536342,qZqFNV2yR9BhZ03nRguNblqNHgZOK-dVuH2wpw-zHzmCjFfT6K710M9hYxwKsd0aInbLo-2aYS2n2A,GRANDMASTER,0,16,6,7,3.8333333333333335,Naafiri,JUNGLE,28,42742,41424,19203,18,264,2032,1775352906449,420,CLASSIC,7.795275590551181,1262.0669291338581,0.8267716535433071
EUW1_7810536342,pMp2TVHEbJd2zX1yWpP22JgEW1q7Ro-0JawH01A305S2brGqnLXJ5zfmc57JK8I8bWDFS5TuPzDzJw,CHALLENGER,0,6,7,15,3.0,Qiyana,MIDDLE,35,31639,25375,12938,17,259,2032,1775352906449,420,CLASSIC,7.647637795275591,934.2224409448819,1.0334645669291338
EUW1_7810536342,FT28b7Yv_ZtmpmwpXysWpk858N0aaq6_iqiHncANnDe89FF8O0T833Cj4k0Rdta3C4dgDwd7pizuHQ,GRANDMASTER,0,3,14,16,1.3571428571428572,Karthus,BOTTOM,21,52333,36198,13533,17,253,2032,1775352906449,420,CLASSIC,7.4704724409448815,1545.265748031496,0.6200787401574803
EUW1_7810536342,mNerCYbMTIyKSyqnHCoFNLbo_Vn8HIRiMULZyXzmniFJDkSpjdi6ruLPUp2qr8JNMTthy4WDvNxX_Q,GRANDMASTER,0,1,14,15,1.1428571428571428,Nautilus,UTILITY,110,11925,39801,8748,13,44,2032,1775352906449,420,CLASSIC,1.2992125984251968,352.11614173228344,3.248031496062992
EUW1_7810536342,Xm6l0aWGSAIFSqobfUJqUhfTpTxySGse2vbUy8eeyNNNo0yXd4JCOuslKW_4L-wqTX2sS-scrsh81A,CHALLENGER,1,6,6,9,2.5,Aatrox,TOP,37,29984,52145,13463,19,263,2032,1775352906449,420,CLASSIC,7.765748031496063,885.3543307086615,1.0925196850393701
EUW1_7810536342,NEjWvPrHM1thZ10qnLHtxLekmYHwP_40eNn_TfMt8UqP7GoKLtttHxRgOMC6FKb1zvDk02YmVSK9Yw,MASTER,1,12,5,17,5.8,Pantheon,JUNGLE,44,33616,50569,16233,18,182,2032,1775352906449,420,CLASSIC,5.374015748031496,992.5984251968504,1.2992125984251968
EUW1_7810536342,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,1,6,5,20,5.2,Ahri,MIDDLE,23,32096,37167,15536,18,277,2032,1775352906449,420,CLASSIC,8.179133858267717,947.7165354330708,0.6791338582677166
EUW1_7810536342,sAtPvWat1cRn8-x5FsQEX102zzsirOnBR4ZD7chuonka1ahBJ7aHxAZp-smGVIFlLaneg8iy4NSWTg,GRANDMASTER,1,24,7,9,4.714285714285714,Kaisa,BOTTOM,28,50598,34839,23296,17,290,2032,1775352906449,420,CLASSIC,8.562992125984252,1494.035433070866,0.8267716535433071
EUW1_7810536342,7leRO-vSI1haT6yq5VyYybmcILCqo8WoeTHhdom6M2IMrGZ5YgcHC_wv0PSHYNeaXn3-HP5GTv4WYA,,1,0,12,29,2.4166666666666665,Karma,UTILITY,73,11261,34419,10677,14,36,2032,1775352906449,420,CLASSIC,1.0629921259842519,332.50984251968504,2.155511811023622
EUW1_7810508744,9zmW-LJV9makX10YqV940taPEveaLopM7GPSvcepx8tuv_OCS1W4Gzv6x3O8Z3G25hrEG-kPzEg5Qg,CHALLENGER,1,10,7,5,2.142857142857143,Vayne,TOP,13,35363,36044,15994,19,238,1961,1775348939009,420,CLASSIC,7.2819989801121885,1081.9887812340644,0.3977562468128506
EUW1_7810508744,Ajq4dezjZgxJNqyJ5qNKQQwpP4fe88phlMATozTjHZXDw_fPacTlPTdgm8gLHX5r9yYHsTcnah4aaw,GRANDMASTER,1,11,2,9,10.0,Ambessa,JUNGLE,39,37323,36147,16909,18,254,1961,1775348939009,420,CLASSIC,7.771545130035697,1141.958184599694,1.1932687404385518
EUW1_7810508744,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,1,11,4,6,4.25,Aurora,MIDDLE,28,34023,25276,15121,18,259,1961,1775348939009,420,CLASSIC,7.924528301886793,1040.9892911779705,0.8567057623661398
EUW1_7810508744,PIWXD2RkVUKZFzGr0gMytU0jGnxF1nE5RQfw7NMW37dcC7-TPTGqbXbebKrOm1DysFzP0E8Ywtv9eQ,CHALLENGER,1,6,4,8,3.5,AurelionSol,BOTTOM,20,30990,24277,14733,17,235,1961,1775348939009,420,CLASSIC,7.190209077001531,948.1896991330955,0.6119326874043856
EUW1_7810508744,2SiG1oxJIsN2Yskmt-GP9VHxEs2j422pBOfUvCFpppyJpYUWQfMU51Cp0yBCR1zrVQ8vQGH61TApxg,CHALLENGER,1,0,9,14,1.5555555555555556,Nautilus,UTILITY,105,10124,40162,9082,13,20,1961,1775348939009,420,CLASSIC,0.6119326874043856,309.76032636409997,3.2126466088730243
EUW1_7810508744,yrwnBmmZflmk-7PCr2xfjU-qHAzvHP9ZAMMbSqIJFijc4LYSlOxhUs8qY7xEOlDfKr8D8KgFGjEUkg,CHALLENGER,0,8,10,2,1.0,Leblanc,TOP,31,29984,32964,12050,16,191,1961,1775348939009,420,CLASSIC,5.843957164711882,917.4094849566549,0.9484956654767976
EUW1_7810508744,60yBi7zPq9Y1ZBnXMb_qvK8I9suqmXWw5Ps4JrE09jkML9kZ8wa2mC7zrxx8tk80P_Mw43r90947cA,CHALLENGER,0,4,7,9,1.8571428571428572,Aatrox,JUNGLE,23,18604,56596,13099,17,247,1961,1775348939009,420,CLASSIC,7.557368689444162,569.2197858235595,0.7037225905150434
EUW1_7810508744,c2GzEzBVGXXAwAjIbFUoDVY_XDmgCxb4PFGWaD-ZZPqsoIdVc783_SfIB0Qbiqk8oUO9RVraDWjiYw,GRANDMASTER,0,3,8,5,1.0,Viktor,MIDDLE,26,28012,26517,10091,16,206,1961,1775348939009,420,CLASSIC,6.302906680265171,857.0729219785825,0.7955124936257012
EUW1_7810508744,D34UvKd43eV9deMyyTY0ptDirU8y_8a5IVAdEaKOtNslqZe_559TmlD3cGikzV80ju_yS8b1YBW0Rw,GRANDMASTER,0,10,5,3,2.6,Lucian,BOTTOM,21,41505,29129,17114,16,309,1961,1775348939009,420,CLASSIC,9.454360020397758,1269.9133095359512,0.6425293217746049
EUW1_7810508744,gWLSvXovILAcEVNRhcA4VS9O4Z2QyCq_3diWlOGV-CqR-j_hOHyySUMIngG_HhWNN6JdEnJ6uJvkUg,MASTER,0,1,8,12,1.625,Nami,UTILITY,113,8137,23739,8294,14,24,1961,1775348939009,420,CLASSIC,0.7343192248852627,248.96481387047427,3.4574196838347784
EUW1_7810473534,aGWrL3wSAfbeUzhz5vgLDD_aOrbm3lxPaaDE8KQlX-qE5JGsiqoT9jmo-xPC5T1UW65jcjzBWFc7bA,CHALLENGER,1,6,2,18,12.0,Skarner,TOP,35,25035,35888,13679,20,214,2091,1775345816215,420,CLASSIC,6.140602582496413,718.364418938307,1.0043041606886656
EUW1_7810473534,aCJCfWVYRVl0A9w4isH_xJojLZtfYjEMnN1yipxm-PYXNqQ8Q0mNDMm8Jq89lBTkhrSxTAeQn8Gq8Q,GRANDMASTER,1,8,3,13,7.0,RekSai,JUNGLE,23,25890,48610,14533,17,160,2091,1775345816215,420,CLASSIC,4.591104734576757,742.8981348637016,0.6599713055954088
EUW1_7810473534,yrwnBmmZflmk-7PCr2xfjU-qHAzvHP9ZAMMbSqIJFijc4LYSlOxhUs8qY7xEOlDfKr8D8KgFGjEUkg,CHALLENGER,1,7,6,9,2.6666666666666665,Taliyah,MIDDLE,33,29950,28394,15264,18,287,2091,1775345816215,420,CLASSIC,8.235294117647058,859.3974175035868,0.9469153515064562
EUW1_7810473534,uHldYPrR4gARJrhDClQPq3yPVtJ88vDJN0OVBtKfCuIUdgg7YZT1KpzaWbjsY4nygtof4vLDIMPNIw,GRANDMASTER,1,15,6,8,3.8333333333333335,Yunara,BOTTOM,25,45846,31575,20544,18,332,2091,1775345816215,420,CLASSIC,9.52654232424677,1315.5236728837876,0.7173601147776183
EUW1_7810473534,UPGlR0JjFY8asepKQeb1UkBqY7kI0u0KearU8gUjEuhTbAJImGHRlD2c3x-OhZlxFHwiHHuFTKNzLw,MASTER,1,1,4,26,6.75,Soraka,UTILITY,76,7726,17696,10564,15,15,2091,1775345816215,420,CLASSIC,0.430416068866571,221.69296987087517,2.1807747489239597
EUW1_7810473534,qZqFNV2yR9BhZ03nRguNblqNHgZOK-dVuH2wpw-zHzmCjFfT6K710M9hYxwKsd0aInbLo-2aYS2n2A,GRANDMASTER,0,1,13,5,0.46153846153846156,Smolder,TOP,21,32561,33898,11804,17,270,2091,1775345816215,420,CLASSIC,7.747489239598278,934.3185078909612,0.6025824964131994
EUW1_7810473534,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,0,8,6,3,1.8333333333333333,Ambessa,JUNGLE,24,27548,34137,14568,16,235,2091,1775345816215,420,CLASSIC,6.743185078909613,790.4734576757533,0.6886657101865136
EUW1_7810473534,tKc0X8ZuD79EI89prgVlzMpU9-6Ej2QNG86Mab7weiOHcEVxP6EbJ3xWRxk4WG4scySVAFr4vMF0AQ,GRANDMASTER,0,6,5,4,2.0,Fizz,MIDDLE,23,24858,34908,14510,17,265,2091,1775345816215,420,CLASSIC,7.604017216642754,713.2855093256815,0.6599713055954088
EUW1_7810473534,aMyoHMNIQWHH6zc12Da5uKtFK4lRUPMvU1ENslDEbfXJ7AtCxWtiuP7JSprtaxof2D6k4IasgXMiDA,MASTER,0,3,7,6,1.2857142857142858,Ashe,BOTTOM,23,30949,23100,16549,16,324,2091,1775345816215,420,CLASSIC,9.296987087517934,888.0631276901004,0.6599713055954088
EUW1_7810473534,vkSJs33nSY3cFbrDU3uDXC07afCw1Xtgcg3IJZPcdvWuLt0pEa3b_wrePcmLXfUKUN54v5PiEsdI-w,GRANDMASTER,0,3,6,8,1.8333333333333333,Anivia,UTILITY,115,14266,34356,9655,14,32,2091,1775345816215,420,CLASSIC,0.9182209469153515,409.3543758967001,3.2998565279770444
EUW1_7810422791,C3I1v0EGyatZjeSyNaUj3AQAaRF_UN0RNnrwDTq5QjMNvFWN8KcmIebB9Klb-UK4o-AkrHfxVOO11A,CHALLENGER,1,4,4,12,4.0,Ambessa,TOP,25,26042,31315,13122,18,253,1760,1775342879296,420,CLASSIC,8.625,887.7954545454546,0.8522727272727273
EUW1_7810422791,Wt3gVpSCS6snj07ojo4XL1PO6oUGP6hB9FwIqNAD9tcZjEKf6sFVRsXyb6u9D3cfwIS5pcSajHuuTg,CHALLENGER,1,11,1,12,23.0,Graves,JUNGLE,30,27956,20324,15532,18,266,1760,1775342879296,420,CLASSIC,9.068181818181818,953.0454545454546,1.0227272727272727
EUW1_7810422791,tb_9x0EfyUo0NEPHjkOAj9Mo8l8a6yRBnXZHYqv3iu2ZYrRwtttt6Xu-YxfvF1p9tbfGMl0jZQDu6Q,CHALLENGER,1,14,2,12,13.0,Aurora,MIDDLE,14,43728,24014,16064,17,250,1760,1775342879296,420,CLASSIC,8.522727272727273,1490.7272727272727,0.4772727272727273
EUW1_7810422791,zADzXgw5TPiG5Sd77Ah2Sxpqd0P9CXZkFT0oSV-QtwEkIc9yI11tJ8czLF4dBkpP9MsUs8xCtbF-uw,GRANDMASTER,1,3,7,10,1.8571428571428572,Ashe,BOTTOM,31,14784,19360,13654,15,214,1760,1775342879296,420,CLASSIC,7.295454545454546,504.0,1.0568181818181819
EUW1_7810422791,dp92a5wwT-tlpDvcZiWwRaDoq4Bbvu-K6zrL4tniLHYjroipX8JgPDFo4rAl14-qJa3Ko7Nn9bjk5Q,MASTER,1,0,3,25,8.333333333333334,Lulu,UTILITY,101,8088,18525,8517,14,36,1760,1775342879296,420,CLASSIC,1.2272727272727273,275.72727272727275,3.4431818181818183
EUW1_7810422791,YnfMuW-xlPagu2SrMvBkhkVHnanMtvE_TpTPdSB7hZ38cYwrlSn3M5zEVrglKAk2BoPncrj17PD3WA,GRANDMASTER,0,3,5,3,1.2,Malphite,TOP,28,21902,34011,9861,16,204,1760,1775342879296,420,CLASSIC,6.954545454545455,746.659090909091,0.9545454545454546
EUW1_7810422791,RU9HTMW4xU8Ena2lUuCj15P0lIP-vmep65jvE3z25P_57jPthhc-mAnDUS8DwnGYHvP6cKE_NKiJWA,GRANDMASTER,0,4,8,5,1.125,Elise,JUNGLE,15,10858,26805,10897,14,182,1760,1775342879296,420,CLASSIC,6.204545454545455,370.15909090909093,0.5113636363636364
EUW1_7810422791,pM-1la4VDf88hXeU0_R9g7OAOsqBY15zSXYDe7YgbduEXyR0UT4_v98GNB4l3ysHbjTRvdfpIOabQQ,CHALLENGER,0,3,4,1,1.0,Yasuo,MIDDLE,23,15297,28823,11298,16,287,1760,1775342879296,420,CLASSIC,9.78409090909091,521.4886363636364,0.7840909090909092
